tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AutoPay,monthly_to_total,tenure_to_total
63,1,2,3,74.5,4674.55,0,1,0.015937362954722915,0.013477233102651592
3,1,0,1,80.5,232.35,0,0,0.346460081773187,0.012911555842479019
40,0,1,0,60.3,2448.5,0,0,0.02462732285072493,0.016336532570961813
8,1,0,0,75.0,658.1,0,0,0.11396444309375474,0.01215620726333384
34,1,1,0,90.15,3128.8,0,0,0.028812963436461263,0.010866785988238302
5,0,0,0,40.0,223.45,1,0,0.17901096442157083,0.022376370552696354
9,1,0,3,99.45,919.4,1,1,0.10816837067652818,0.009788992821405265
9,1,0,3,69.05,653.95,0,1,0.10558911231745545,0.013762520070341767
31,1,0,2,59.7,1825.5,0,1,0.032703368940016436,0.016981648863325115
50,1,1,2,19.85,943.1,0,1,0.021047608949210053,0.053016647227229347
2,1,0,1,86.25,181.65,1,0,0.47481420313790257,0.011010184420589044
1,1,0,1,45.65,45.65,1,0,1.0,0.02190580503833516
8,1,0,0,70.1,551.35,1,0,0.12714246848644234,0.014509839484900698
9,0,0,1,40.75,359.4,0,0,0.11338341680578744,0.025041736227045076
2,1,0,2,70.2,115.95,1,1,0.6054333764553687,0.017248814144027597
3,1,0,1,55.35,165.2,1,0,0.3350484261501211,0.018159806295399518
25,1,0,3,95.7,2338.35,0,1,0.04092629418179486,0.010691299420531571
1,1,0,1,46.3,46.3,0,0,1.0,0.021598272138228944
45,1,0,0,81.3,3541.1,0,0,0.022958967552455453,0.012707915619440287
51,1,0,1,84.2,4146.05,1,0,0.02030848639066099,0.012300864678428865
55,1,0,3,20.0,1087.25,0,1,0.01839503334099793,0.050586341687744306
38,1,0,2,66.15,2522.4,0,1,0.02622502378686965,0.015065017443704408
2,1,0,0,45.85,81.0,1,0,0.5660493827160494,0.024691358024691357
38,1,0,1,19.6,717.3,0,0,0.027324689809005997,0.05297643942562387
34,1,0,1,49.8,1734.2,0,0,0.0287164110252566,0.01960558182447238
70,1,1,1,101.75,7069.3,0,0,0.01439322139391453,0.009901970492127933
13,1,1,0,55.15,742.9,0,0,0.0742361017633598,0.017498990442859068
39,1,0,1,75.25,3017.65,1,0,0.024936622868788626,0.012923964011730982
61,1,1,1,103.95,6423.0,0,0,0.01618402615600187,0.009497119725984743
12,1,0,2,100.15,1164.3,1,1,0.08601734948037448,0.01030662200463798
41,1,2,3,99.65,4220.35,0,1,0.02361178575236651,0.009714834077742367
21,1,0,1,73.7,1558.7,0,0,0.04728299223712068,0.013472765766343748
55,0,1,2,50.05,2743.45,0,1,0.018243452587071024,0.020047750095682444
69,0,2,2,60.25,4055.5,0,1,0.014856367895450622,0.01701393169769449
26,1,0,1,105.75,2710.25,1,0,0.039018540725025364,0.009593210958398673
69,1,1,3,87.3,6055.55,0,1,0.014416526987639438,0.011394505866519144
18,0,0,1,48.35,810.7,1,0,0.059639817441717036,0.02220303441470334
47,1,0,1,54.25,2538.2,0,0,0.021373414230557088,0.018517059333385866
72,1,2,2,85.3,6129.2,0,1,0.013916987535077988,0.011747046922926321
33,0,0,1,50.0,1750.85,0,0,0.028557557757660567,0.018847988120055975
2,0,0,0,24.4,36.55,1,0,0.667578659370725,0.05471956224350206
72,1,2,3,90.95,6652.45,0,1,0.013671654803869253,0.010823080218566093
37,1,0,2,72.25,2575.45,0,1,0.028053349900017475,0.014366421402085074
62,1,0,3,96.1,6019.35,0,1,0.01596517896450613,0.010300115460971699
71,1,2,3,19.85,1379.6,0,1,0.014388228472020878,0.05146419251957089
23,1,0,2,55.3,1284.2,0,1,0.043061828375642416,0.017909982868712038
16,1,1,0,20.1,296.15,0,0,0.06787101131183523,0.05402667567111261
9,1,0,0,69.5,653.25,0,0,0.10639112131649445,0.013777267508610792
17,1,2,0,25.15,412.6,0,0,0.06095492001938923,0.04120213281628696
4,1,0,2,20.95,85.5,1,1,0.24502923976608187,0.04678362573099415
1,1,0,1,49.55,49.55,1,0,1.0,0.020181634712411706
24,1,0,0,79.65,1928.7,0,0,0.04129724685020999,0.01244361487011977
1,1,0,1,71.25,71.25,0,0,1.0,0.014035087719298246
72,1,2,2,113.8,7845.8,0,1,0.01450457569655102,0.009176884447729995
72,1,2,1,24.55,1750.7,0,0,0.01402296224367396,0.04112640658022505
11,1,0,3,19.7,216.2,0,1,0.09111933395004626,0.050878815911193344
9,1,0,0,20.25,178.5,1,0,0.1134453781512605,0.05042016806722689
2,1,0,3,50.15,115.1,1,1,0.4357080799304952,0.01737619461337967
60,1,1,3,100.5,6029.0,0,1,0.016669431083098356,0.009951899154088572
29,1,0,1,95.9,2745.2,1,0,0.03493370246247997,0.010563893341104474
49,1,2,2,74.45,3721.9,0,1,0.02000322415970338,0.01316531878879067
30,1,0,1,104.1,3121.1,0,0,0.033353625324404855,0.009611995770721861
53,1,1,3,19.05,990.45,0,1,0.019233681659851582,0.05351103033974456
39,1,2,0,25.0,1004.35,0,0,0.02489172101359088,0.03883108478120177
9,1,0,0,19.05,157.65,0,0,0.120837297811608,0.057088487155090385
39,1,1,1,81.9,3219.75,0,0,0.02543675751222921,0.0121127416724901
8,1,0,1,69.7,572.85,0,0,0.12167234005411538,0.01396526141223706
51,1,1,1,90.15,4554.85,0,0,0.019792089750485745,0.011196856098444515
71,1,2,3,25.35,1847.55,0,1,0.013720873589348056,0.03842927119699061
71,1,2,0,24.65,1766.75,0,0,0.013952172067355313,0.040186783642281024
70,1,2,3,19.55,1462.05,0,1,0.013371635716972745,0.047877979549263025
1,0,0,1,25.25,25.25,1,0,1.0,0.039603960396039604
38,0,2,2,60.0,2193.2,0,1,0.027357286157213206,0.017326281232901697
28,1,0,3,89.9,2433.5,0,1,0.036942675159235674,0.011506061228682966
32,1,0,2,19.4,641.15,0,1,0.030258129922794978,0.049910317398424706
49,1,2,0,49.8,2398.4,0,0,0.020763842561707803,0.02043028685790527
37,1,2,2,24.1,861.85,0,1,0.02796310262806753,0.04293090444973023
10,1,0,1,54.25,583.0,0,0,0.09305317324185249,0.017152658662092625
67,1,1,3,109.9,7332.4,0,1,0.014988271234520758,0.009137526594293819
7,0,1,3,35.5,249.55,0,1,0.14225606090963733,0.028050490883590462
51,1,1,3,87.55,4475.9,0,1,0.019560311892580264,0.011394356442279766
9,1,0,1,45.15,416.45,1,0,0.10841637651578821,0.021611237843678712
9,1,0,0,88.4,788.6,0,0,0.11209738777580523,0.01141262997717474
4,1,0,0,50.8,202.3,0,0,0.2511122095897182,0.01977261492832427
71,1,2,1,99.0,6994.6,0,0,0.01415377576987962,0.010150687673348011
50,1,0,2,84.4,4116.15,1,1,0.02050459774303658,0.012147273544452948
24,1,2,1,96.55,2263.45,0,0,0.04265612229119265,0.010603282599571452
22,1,1,2,59.75,1374.35,0,1,0.043475097318732496,0.01600756721359188
44,1,0,1,111.5,4915.15,0,0,0.022684963836302047,0.008951913980244754
33,1,0,2,24.25,838.5,0,1,0.028920691711389387,0.03935599284436494
1,1,0,1,75.1,75.1,1,0,1.0,0.013315579227696406
54,1,1,3,70.15,3715.65,1,1,0.01887960383782111,0.014533123410439627
42,1,0,1,101.75,4273.45,1,0,0.023809802384490285,0.00982812481718518
1,1,0,1,45.8,45.8,1,0,1.0,0.02183406113537118
1,1,0,0,20.5,20.5,0,0,1.0,0.04878048780487805
30,1,1,1,70.4,2044.75,0,0,0.034429636874923585,0.014671720259200391
1,0,0,0,30.55,30.55,0,0,1.0,0.03273322422258593
16,1,0,1,84.9,1398.25,0,0,0.06071875558734132,0.011442875022349365
1,1,0,0,20.1,20.1,1,0,1.0,0.04975124378109452
9,0,0,0,40.65,328.95,1,0,0.1235750113999088,0.027359781121751026
46,1,0,1,101.0,4680.05,1,0,0.02158096601532035,0.009828954818858773
1,1,0,1,69.1,69.1,1,0,1.0,0.014471780028943561
71,1,2,2,54.5,3778.2,0,1,0.014424858398179028,0.01879201736276534
43,1,0,3,75.35,3161.4,0,1,0.02383437717466945,0.013601568925159738
50,0,1,2,44.45,2188.45,0,1,0.020311179145057007,0.02284722063560968
13,1,0,0,75.0,999.45,1,0,0.07504127269998499,0.013007153934664065
19,1,1,2,100.0,1888.65,1,1,0.052947872819209485,0.010060095835649803
41,1,0,2,98.05,3990.6,0,1,0.024570240064150754,0.01027414423896156
1,1,0,1,71.15,71.15,1,0,1.0,0.014054813773717497
24,0,0,3,54.15,1240.25,1,1,0.04366055230800242,0.019350937311026002
40,1,1,2,63.9,2635.0,0,1,0.024250474383301707,0.015180265654648957
3,1,0,2,69.15,235.0,0,1,0.2942553191489362,0.01276595744680851
37,1,1,2,64.65,2347.85,0,1,0.02753583065357668,0.01575909874992014
67,1,2,3,108.75,7156.2,1,1,0.01519661272742517,0.00936251082976999
32,1,0,1,98.85,3089.6,0,0,0.031994432936302435,0.010357327809425169
6,1,0,1,49.15,270.8,1,0,0.18149926144756276,0.022156573116691284
32,1,0,1,89.6,2901.8,0,0,0.03087738644978978,0.011027638017782065
59,1,0,1,83.25,4949.1,0,0,0.016821240225495544,0.011921359439089934
30,1,1,2,70.25,2198.9,0,1,0.03194779207785711,0.013643185228978125
20,1,0,1,19.4,374.5,1,0,0.05180240320427236,0.0534045393858478
27,1,2,1,24.5,761.95,0,0,0.03215434083601286,0.03543539602336111
20,1,0,1,79.15,1520.9,1,0,0.05204155434282333,0.013150108488395028
9,1,1,0,20.1,190.25,0,0,0.10565045992115638,0.04730617608409987
68,1,1,3,73.0,5163.0,0,1,0.014139066434243657,0.013170637226418749
69,1,2,3,61.4,4059.85,0,1,0.015123711467172432,0.01699570181164329
26,1,0,0,84.3,2281.6,0,0,0.036947755960729314,0.011395511921458625
69,1,2,2,19.9,1356.7,0,1,0.0146679442765534,0.05085870126041129
11,1,2,0,20.4,231.45,0,0,0.0881399870382372,0.047526463599049475
1,1,0,0,50.75,50.75,0,0,1.0,0.019704433497536946
10,1,1,0,20.45,242.4,0,0,0.08436468646864687,0.041254125412541254
55,1,1,2,75.75,4264.25,0,1,0.017763967872427743,0.012897930468429384
44,1,1,1,65.4,2774.55,0,0,0.02357138995512786,0.01585842749274657
46,1,0,1,80.4,3605.2,1,0,0.02230112060357262,0.01275934760900921
69,1,2,2,59.75,4069.9,0,1,0.01468095039190152,0.016953733506965774
11,1,0,1,78.5,874.2,0,0,0.08979638526652939,0.012582932967284374
11,1,0,1,102.0,1145.35,1,0,0.08905574715152574,0.009604051163399834
29,1,0,2,48.95,1323.7,0,1,0.03697967817481303,0.02190828737629372
57,1,0,1,99.65,5497.05,0,0,0.018127904967209684,0.010369198024394902
28,1,1,3,18.25,534.7,0,1,0.034131288573031604,0.05236581260519917
42,1,0,3,54.55,2455.05,0,1,0.022219506731023804,0.017107594550009163
2,1,0,0,20.65,38.7,1,0,0.5335917312661498,0.05167958656330749
23,0,1,2,40.65,947.4,0,1,0.04290690310322989,0.024276968545492928
18,1,0,0,20.45,357.0,0,0,0.057282913165266104,0.05042016806722689
62,1,1,2,24.8,1476.25,0,1,0.01679932260795936,0.041998306519898394
1,1,0,0,70.8,70.8,1,0,1.0,0.014124293785310734
16,1,0,3,89.05,1448.6,1,1,0.0614731464862626,0.011045147038519951
3,1,0,1,96.6,291.9,1,0,0.33093525179856115,0.010277492291880783
67,1,1,2,88.8,5903.15,0,1,0.01504281612359503,0.01134987252568544
62,1,2,3,20.05,1201.65,0,1,0.01668539092081721,0.051595722548162935
57,1,0,3,104.5,5921.35,1,1,0.01764800256698219,0.009626183218353922
2,1,0,1,69.8,146.65,0,0,0.475963177633822,0.013637913399249914
23,1,2,2,77.15,1759.4,0,1,0.043850176196430606,0.01307263839945436
25,0,2,2,35.05,844.45,0,1,0.04150630587956658,0.029605068387707975
72,1,2,2,108.1,7774.05,0,1,0.013905236009544573,0.00926158180099176
2,1,0,1,84.05,134.05,0,0,0.6270048489369637,0.014919806042521445
8,1,1,2,20.2,140.95,0,1,0.1433132316424264,0.05675771550195105
5,1,0,0,50.6,249.95,1,0,0.20244048809761953,0.020004000800160033
35,0,0,1,49.2,1701.65,0,0,0.028913113742544003,0.020568271971321953
24,1,1,1,24.6,592.65,0,0,0.04150847886610985,0.04049607694254619
2,1,0,1,71.65,135.75,0,0,0.5278084714548803,0.014732965009208104
72,1,2,3,104.9,7732.65,0,1,0.013565853879329856,0.009311167581618204
41,1,0,1,106.5,4282.4,0,0,0.024869232206239492,0.009574070614608632
4,1,0,1,49.35,219.65,1,0,0.22467562030503074,0.01821078989301161
26,1,1,2,75.5,2018.1,0,1,0.037411426589366234,0.012883405183093008
7,1,0,1,94.25,669.0,1,0,0.14088191330343797,0.01046337817638266
1,1,0,1,68.95,68.95,1,0,1.0,0.0145032632342277
4,1,0,0,58.5,224.85,0,0,0.2601734489659773,0.017789637536135203
48,1,2,3,78.9,3771.5,0,1,0.02092005833222856,0.012727031685005967
2,1,0,1,93.85,196.75,1,0,0.47700127064803044,0.010165184243964422
12,1,1,1,79.2,943.85,0,0,0.0839116385018806,0.01271388462149706
60,1,0,2,109.45,6572.85,0,1,0.016651832918749096,0.009128460256966156
55,1,2,1,59.2,3175.85,0,0,0.018640678873372483,0.017318198277626463
1,0,0,0,29.15,29.15,0,0,1.0,0.03430531732418525
1,1,0,0,20.05,20.05,0,0,1.0,0.04987531172069825
4,1,0,1,76.05,318.9,1,0,0.23847601128880527,0.012543116964565695
1,0,0,0,24.45,24.45,1,0,1.0,0.0408997955010225
42,1,2,3,66.5,2762.75,0,1,0.02407021988960275,0.015202244140801737
1,1,0,2,49.55,49.55,0,1,1.0,0.020181634712411706
7,1,0,3,89.35,631.85,1,1,0.14141014481285114,0.011078578776608372
3,1,0,3,73.6,232.5,0,1,0.3165591397849462,0.012903225806451613
72,1,2,3,82.65,5919.35,0,1,0.013962681713363798,0.012163497681333254
15,1,0,1,49.0,749.25,0,0,0.06539873206539873,0.02002002002002002
4,1,0,1,80.35,307.4,1,0,0.2613858165256994,0.013012361743656475
11,1,1,1,25.2,245.15,0,0,0.10279420762798286,0.04487048745665919
5,1,0,0,25.45,134.75,0,0,0.18886827458256028,0.03710575139146568
1,1,0,1,55.8,55.8,1,0,1.0,0.01792114695340502
72,1,2,3,110.9,8240.85,0,1,0.013457349666599927,0.008736962813302026
55,1,0,3,77.75,4266.4,0,1,0.018223795237202328,0.012891430714419653
40,1,0,1,26.2,1077.5,0,0,0.02431554524361949,0.037122969837587005
57,1,2,2,19.9,1115.6,0,1,0.017837934743635712,0.051093581929006815
1,1,0,1,79.05,79.05,1,0,1.0,0.012650221378874131
1,1,0,1,95.0,95.0,1,0,1.0,0.010526315789473684
1,0,0,0,25.2,25.2,1,0,1.0,0.03968253968253968
52,1,1,1,80.85,4079.55,0,0,0.019818362319373457,0.01274650390361682
41,1,0,1,98.4,4187.75,1,0,0.02349710465046863,0.009790460271028594
43,1,1,0,56.35,2391.15,0,0,0.023566066537021934,0.01798297890136545
47,1,2,2,19.3,890.5,0,1,0.02167321729365525,0.052779337450870295
3,1,0,2,50.4,137.25,0,1,0.36721311475409835,0.02185792349726776
66,1,2,3,79.4,5154.6,1,1,0.01540371706824972,0.012804097311139564
55,1,2,3,55.25,3119.9,0,1,0.01770890092631174,0.017628770152889515
29,1,1,0,19.1,529.5,0,0,0.036071765816808314,0.05476864966949953
12,1,0,1,84.05,966.55,0,0,0.08695877088614143,0.012415291500698361
66,1,0,1,105.2,6936.85,0,0,0.015165384864888241,0.009514404953256882
35,1,0,1,101.4,3496.3,1,0,0.029002087921517032,0.010010582615908245
10,1,0,1,89.8,914.3,1,0,0.09821721535601007,0.010937329104232747
27,1,0,2,75.75,1929.0,0,1,0.03926905132192846,0.013996889580093312
58,1,0,1,95.3,5817.7,0,0,0.016381044055210823,0.009969575605479829
54,1,2,2,109.75,6110.2,1,1,0.01796176884553697,0.008837681254296095
9,1,0,0,19.85,178.8,0,0,0.11101789709172259,0.050335570469798654
2,1,1,3,19.3,28.3,1,1,0.6819787985865724,0.0706713780918728
6,1,0,1,69.1,435.0,0,0,0.15885057471264366,0.013793103448275862
26,1,0,1,91.25,2351.8,1,0,0.038800068032996,0.01105536185049749
9,1,0,0,20.25,186.15,0,0,0.1087832393231265,0.048348106365834004
8,1,0,0,54.75,445.85,0,0,0.12279914769541325,0.01794325445777728
12,1,0,1,81.45,912.0,0,0,0.0893092105263158,0.013157894736842105
15,1,0,1,49.1,679.55,1,0,0.07225369729968362,0.02207343094695019
43,1,1,1,80.2,3581.6,0,0,0.022392226937681486,0.012005807460352916
42,1,0,1,100.3,4222.95,0,0,0.023751169206360483,0.009945654104358327
31,1,0,3,65.25,1994.3,1,1,0.03271824700396129,0.015544301258586973
66,1,2,3,90.95,5930.05,0,1,0.015337138809959443,0.011129754386556605
18,1,0,1,85.45,1505.85,1,0,0.056745359763588674,0.011953381810937346
1,1,0,0,20.0,20.0,0,0,1.0,0.05
61,1,2,1,94.1,5638.3,1,0,0.01668942766436692,0.010818863841938172
10,1,0,1,79.85,797.25,0,0,0.10015678896205707,0.012543116964565695
1,1,0,1,71.65,71.65,1,0,1.0,0.013956734124214932
18,1,0,1,73.55,1359.45,0,0,0.05410276214645628,0.013240648791790797
24,1,0,1,104.65,2542.45,1,0,0.041161084780428334,0.00943971366201892
3,1,0,0,19.3,54.7,0,0,0.35283363802559414,0.054844606946983544
50,1,1,3,20.15,989.05,0,1,0.02037308528385825,0.05055356149840756
1,1,0,1,44.55,44.55,0,0,1.0,0.022446689113355782
2,1,0,0,54.45,87.3,0,0,0.6237113402061856,0.02290950744558992
17,1,1,2,19.65,351.55,0,1,0.055895320722514574,0.04835727492533068
69,1,2,1,105.0,7297.75,0,0,0.014387996300229524,0.009454968997293686
72,1,2,3,88.7,6301.7,0,1,0.01407556691051621,0.011425488360283733
3,1,0,1,74.25,210.3,1,0,0.35306704707560627,0.01426533523537803
50,1,2,2,75.15,3822.45,0,1,0.01966016560059648,0.01308061583539353
53,1,2,0,20.25,1048.45,0,0,0.019314225761838905,0.05055081310505985
58,1,2,3,109.1,6393.65,0,1,0.017063805494514087,0.009071500629530863
46,0,1,2,30.75,1489.3,0,1,0.02064728395890687,0.03088699388974686
72,1,0,3,112.9,8061.5,0,1,0.014004837809340694,0.008931340321280158
1,1,0,1,74.2,74.2,1,0,1.0,0.013477088948787061
6,1,0,0,94.05,518.75,0,0,0.1813012048192771,0.011566265060240964
72,1,2,2,78.85,5763.15,0,1,0.013681753901945985,0.012493167798859998
4,1,0,0,55.3,238.5,0,0,0.23186582809224318,0.016771488469601678
52,1,2,0,19.35,1031.7,0,0,0.018755452166327423,0.05040224871571193
0,1,2,0,25.35,2283.3004408418656,0,0,0.011102349715595603,0.0
2,1,1,0,20.45,34.8,0,0,0.5876436781609196,0.0574712643678161
65,1,2,2,19.35,1319.95,0,1,0.014659646198719649,0.04924428955642259
43,1,0,1,101.0,4388.4,1,0,0.02301522194877404,0.009798559839577068
4,1,0,1,100.2,420.2,1,0,0.2384578772013327,0.00951927653498334
25,1,1,1,89.05,2177.45,1,0,0.04089646145720912,0.011481319892534847
51,1,1,3,78.65,3950.85,0,1,0.019907108596884215,0.012908614601921106
12,1,0,2,74.75,827.05,0,1,0.09038147633153981,0.014509400882655222
57,1,1,2,70.1,3913.3,1,1,0.01791327013006925,0.014565711803337336
24,1,1,0,19.9,533.5,0,0,0.037300843486410495,0.04498594189315839
64,1,1,2,58.35,3756.45,0,1,0.0155332827536637,0.017037362403332933
4,1,1,1,105.65,443.9,1,0,0.238004054967335,0.009011038522189683
26,1,0,2,100.5,2599.95,0,1,0.03865458951133676,0.010000192311390604
15,1,0,0,20.05,284.3,0,0,0.07052409426661976,0.05276116778051354
64,1,2,3,25.65,1740.8,0,1,0.014734604779411764,0.03676470588235294
36,1,0,1,96.5,3436.1,1,0,0.028084165187276272,0.010476994266755916
27,1,0,3,95.0,2462.55,0,1,0.038577896895494505,0.010964244380824753
1,1,0,0,70.85,70.85,1,0,1.0,0.014114326040931546
35,1,1,3,85.95,3110.1,1,1,0.027635767338670784,0.011253657438667568
4,1,0,1,73.9,280.85,1,0,0.26312978458251735,0.014242478191205268
8,1,0,1,45.45,411.75,0,0,0.11038251366120219,0.019429265330904676
10,1,0,3,20.0,198.6,0,1,0.10070493454179255,0.050352467270896276
2,1,0,0,49.2,103.7,0,0,0.47444551591128253,0.019286403085824494
58,1,2,2,109.45,6144.55,1,1,0.017812533057750365,0.009439259180900147
51,1,2,3,83.25,4089.45,0,1,0.020357260756336426,0.01247111469757547
46,1,2,0,19.25,864.2,0,0,0.022274936357324693,0.05322841934737329
1,1,0,2,19.65,19.65,0,1,1.0,0.050890585241730284
46,1,0,2,72.8,3249.4,0,1,0.022404136148211976,0.014156459654089985
50,1,0,2,109.65,5405.8,0,1,0.020283769284842205,0.009249324799289652
53,1,0,3,65.0,3363.8,0,1,0.019323384267792378,0.015755990249123015
61,1,0,1,114.1,7132.15,0,0,0.015997980973479247,0.008552820678196618
5,1,0,2,20.65,93.55,0,1,0.22073757349011222,0.05344735435595938
47,1,1,2,86.95,4138.9,0,1,0.021007997293966997,0.011355674212955134
54,1,1,2,94.75,5121.75,0,1,0.01849953629130668,0.010543271342802753
19,0,0,3,25.35,566.1,0,1,0.044780074191838895,0.03356297473944533
26,1,2,1,105.45,2715.3,0,0,0.03883548779140426,0.009575369204139506
70,1,2,0,25.4,1782.05,0,0,0.014253247664206952,0.03928060379899554
17,1,0,1,102.55,1742.5,0,0,0.05885222381635581,0.00975609756097561
30,1,0,1,100.2,2983.8,1,0,0.033581339231852,0.010054293183189221
1,1,0,0,24.0,24.0,0,0,1.0,0.041666666666666664
19,1,2,0,25.6,485.9,0,0,0.052685737806132955,0.0391026960279893
26,1,2,3,73.5,1905.7,0,1,0.038568505011281944,0.013643280684263
21,1,0,2,74.05,1565.7,1,1,0.04729513955419301,0.013412531136232994
50,1,1,1,98.25,4858.7,0,0,0.020221458414802315,0.010290818531706013
68,0,1,1,54.4,3723.65,0,0,0.014609321499066776,0.01826165187383347
3,1,0,2,101.55,298.35,1,1,0.34037204625439915,0.01005530417295123
9,1,0,1,103.1,970.45,0,0,0.10623937348652686,0.009274048122005255
51,0,2,2,34.2,1782.0,0,1,0.019191919191919194,0.02861952861952862
9,1,0,1,43.75,405.7,0,0,0.10783830416563964,0.02218387971407444
41,1,1,1,111.95,4534.9,1,0,0.0246863216388454,0.009040993186178306
22,1,0,1,100.65,2415.95,0,0,0.041660630393840936,0.009106148719965231
21,0,1,1,55.95,1157.05,1,0,0.04835573225011884,0.018149604597899834
71,1,2,2,116.05,8297.5,0,1,0.013986140403736065,0.008556794215125037
1,1,0,1,45.75,45.75,1,0,1.0,0.02185792349726776
26,1,1,3,82.0,2083.1,0,1,0.039364408813787145,0.012481397916566656
71,1,2,2,65.15,4681.75,0,1,0.013915736636941315,0.015165269397127142
4,1,0,3,44.8,176.2,0,1,0.2542565266742338,0.022701475595913737
12,1,0,1,79.8,1001.2,0,0,0.07970435477427087,0.011985617259288853
18,1,0,1,88.85,1594.75,0,0,0.05571406176516695,0.01128703558551497
3,1,0,1,74.95,212.4,0,0,0.3528719397363465,0.014124293785310734
72,1,1,2,106.85,7677.4,0,1,0.013917472060853935,0.009378174902961941
11,1,0,1,74.95,815.5,1,0,0.09190680564071123,0.0134886572654813
1,1,0,3,80.15,80.15,1,1,1.0,0.012476606363069244
13,1,1,3,19.3,259.65,0,1,0.0743308299634123,0.05006739842095129
72,1,1,1,109.25,8109.8,1,0,0.013471355643788995,0.008878147426570322
42,1,1,3,56.1,2386.85,0,1,0.02350378113413076,0.01759641368330645
17,1,0,3,19.7,340.35,0,1,0.05788159247833112,0.049948582341707064
7,1,0,0,51.3,419.35,0,0,0.12233218075593179,0.01669250029808036
68,1,2,0,118.6,7990.05,0,0,0.014843461555309415,0.008510585040143678
56,1,2,2,24.15,1402.25,0,1,0.017222321269388483,0.03993581743626315
38,1,1,0,20.3,749.35,0,0,0.0270901447921532,0.05071061586708481
72,1,2,1,115.5,8425.15,0,0,0.01370895473671092,0.00854584191379382
48,1,1,3,25.05,1171.5,0,1,0.021382842509603074,0.040973111395646605
52,1,0,1,109.1,5647.95,0,0,0.019316743243123612,0.009206880372524545
35,1,1,0,19.65,708.8,0,0,0.02772291196388262,0.04937923250564334
67,1,2,2,111.3,7567.2,0,1,0.014708214398985094,0.008854001480071889
1,0,0,0,29.9,29.9,0,0,1.0,0.033444816053511704
53,1,0,0,80.6,4348.1,0,0,0.018536832179572683,0.012189232078379061
34,1,0,0,20.8,635.9,0,0,0.032709545526026104,0.053467526340619596
3,0,0,3,35.2,108.95,1,1,0.32308398347865996,0.027535566773749427
1,1,0,1,78.8,78.8,1,0,1.0,0.012690355329949238
19,1,0,0,89.95,1682.4,0,0,0.05346528768426058,0.011293390394674275
60,1,2,2,116.05,6925.9,0,1,0.01675594507573023,0.00866313403312205
11,1,2,3,19.55,223.15,0,1,0.08760923145866009,0.049294196728657855
47,1,0,1,106.4,5127.95,1,0,0.020749032264355153,0.009165455981435077
18,1,0,1,49.4,874.8,1,0,0.05647005029721079,0.0205761316872428
60,1,2,3,115.25,6758.45,0,1,0.01705272658671737,0.008877775229527481
72,1,2,3,24.8,1874.3,0,1,0.01323160646641413,0.038414341354105534
39,1,1,0,19.9,791.15,0,0,0.025153257915692347,0.049295329583517664
59,1,1,3,81.25,4639.45,0,1,0.017512851738891465,0.01271702464731811
2,1,0,0,69.95,143.9,0,0,0.48610145934676857,0.01389854065323141
1,1,0,1,69.1,69.1,1,0,1.0,0.014471780028943561
20,1,0,1,90.2,1776.55,1,0,0.050772564802566776,0.011257774900790858
6,1,0,2,93.55,536.4,1,1,0.1744034302759135,0.011185682326621925
71,1,2,3,86.4,6172.0,0,1,0.013998703823720027,0.011503564484769928
24,1,0,0,66.3,1559.45,0,0,0.04251498925903363,0.015390041360736156
67,1,0,3,94.65,6079.0,0,1,0.015569995064977794,0.011021549596973186
1,1,0,0,80.85,80.85,1,0,1.0,0.012368583797155226
48,1,1,0,82.05,4029.95,1,0,0.02036005409496396,0.011910817752081292
37,1,1,0,72.1,2658.4,0,0,0.027121576888353895,0.013918146253385494
11,0,0,0,34.7,383.55,0,0,0.09047060357189415,0.02867944205449094
3,1,0,3,20.55,51.15,1,1,0.4017595307917889,0.05865102639296188
18,1,0,3,95.95,1745.5,0,1,0.05496992265826411,0.01031223145230593
50,1,1,2,44.8,2230.85,0,1,0.02008203151265213,0.02241298159894211
67,1,1,1,109.4,7281.6,0,0,0.01502417051197539,0.009201274445176884
25,1,0,0,71.05,1837.7,0,0,0.0386624585079175,0.013603961473581106
2,1,0,1,78.55,149.55,1,0,0.5252423938482113,0.013373453694416582
9,1,0,3,19.7,180.7,0,1,0.10902047592695074,0.04980630879911456
10,0,1,0,40.25,411.45,0,0,0.09782476607121157,0.02430428970713331
70,1,2,3,19.85,1328.35,0,1,0.014943350773516018,0.05269695486882223
9,1,0,2,68.25,576.95,0,1,0.1182944795909524,0.015599272033971746
4,1,0,3,20.15,68.45,0,1,0.29437545653761865,0.058436815193571946
2,1,0,0,50.95,123.05,0,0,0.4140593254774482,0.016253555465258026
1,1,0,1,78.65,78.65,1,0,1.0,0.012714558169103623
19,0,0,2,25.15,468.35,0,1,0.053699156613643634,0.04056795131845842
7,1,0,2,20.25,174.7,0,1,0.1159129937034917,0.040068689181453926
1,1,0,1,42.9,42.9,1,0,1.0,0.023310023310023312
1,1,0,1,44.0,44.0,0,0,1.0,0.022727272727272728
9,1,1,0,20.25,172.35,0,0,0.1174934725848564,0.05221932114882507
3,0,0,0,34.25,139.35,1,0,0.24578399712952997,0.021528525296017224
9,0,0,0,58.5,539.85,1,0,0.10836343428730202,0.01667129758266185
5,1,0,3,55.8,300.4,0,1,0.18575233022636486,0.016644474034620507
